ticker,name,feature_complete,exclusion_reason,price_momentum_3m,price_momentum_6m,volatility_20d,liquidity_20d,turnover_rate,drawdown_from_high,price_momentum_3m_norm,price_momentum_6m_norm,volatility_20d_norm,liquidity_20d_norm,turnover_rate_norm,drawdown_from_high_norm,scoring_eligible,composite_score,rank,selected,selection_reason,fallback_stage
251600,PLUS 고배당주채권혼합,True,,11.504983855117224,16.510195100484083,21.210480915405093,10616012891.95,1.1860102144596256,-4.9655997606939835,0.5240963855421686,0.4472049689440994,0.6368380412168841,0.3668639053254438,0.5906432748538012,0.12834893095736644,True,0.4691244220139365,82,N,excluded_low_score,
449180,KODEX 미국S&P500(H),True,,-2.570612503966996,1.206566888639804,22.962182960501583,10534229316.75,1.4987538352483143,-2.970922882427307,0.16265060240963855,0.14285714285714285,0.6248918584157666,0.3609467455621302,0.7485380116959064,0.07679128288483539,True,0.30777532934907886,130,N,excluded_low_score,
479080,1Q 머니마켓액티브,True,,0.7306889352818313,1.4042797095911386,0.15265423117876167,4508517518.75,0.8722630060954137,0.0,0.3493975903614458,0.17391304347826086,0.7804473083683423,0.15384615384615385,0.36257309941520466,0.0,True,0.3160032150777808,126,N,excluded_low_score,
237350,KODEX 코스피100,True,,29.629629629629626,71.0654936461388,66.6502152374548,33768379205.5,1.856763813918484,-7.272486422042657,0.7831325301204819,0.8509316770186336,0.32695008158073646,0.7218934911242604,0.9064327485380117,0.1879764585659407,True,0.6718935510560161,26,N,excluded_low_score,
441800,TIME Korea플러스배당액티브,True,,33.97392887951691,62.19901363504496,60.58019008026786,14425874459.65,1.5033337280690244,-8.302171488552123,0.8975903614457831,0.7453416149068323,0.36834617992869656,0.44970414201183434,0.7543859649122807,0.21459136590409966,True,0.6379507127878191,34,N,excluded_low_score,
494670,TIGER 조선TOP10,True,,-14.571834095568526,5.788384173729644,55.163530214523874,39452246264.25,0.831058265208551,-15.200375704445834,0.024096385542168676,0.2981366459627329,0.405286485563888,0.757396449704142,0.29239766081871343,0.3928935205891999,True,0.309787803286193,129,N,excluded_low_score,
138540,TIGER 현대차그룹플러스,True,,13.269914480638034,57.06024995336691,58.48062540836663,27975362474.75,1.355307377810102,-20.243572395128552,0.5481927710843374,0.7018633540372671,0.38266470141670383,0.6390532544378699,0.6900584795321637,0.52324814743218,True,0.5794188582073752,48,N,excluded_low_score,
458760,TIGER 미국배당다우존스타겟커버드콜2호,True,,11.62186469471369,24.60954930834449,10.084212734687723,5921928734.65,0.8756095734758769,-2.5730484081988636,0.5301204819277109,0.515527950310559,0.7127164898110256,0.22485207100591717,0.3684210526315789,0.06650717504620685,True,0.4462698415307451,90,N,excluded_low_score,
494300,KODEX 미국나스닥100데일리커버드콜OTM,True,,-1.0708822029576792,6.2897216743370565,16.013297992504747,11553099502.7,1.5050209292623804,-1.7522536209865325,0.25903614457831325,0.32298136645962733,0.6722815673699827,0.3905325443786982,0.7602339181286549,0.045291584070070834,True,0.38228178364759413,106,N,excluded_low_score,
498410,KODEX 금융고배당TOP10타겟위클리커버드콜,True,,18.759523169310754,17.80919356272783,34.774495778086546,16332298757.35,0.9884809952036816,-11.895737748520519,0.6204819277108434,0.4658385093167702,0.5443347519044934,0.5088757396449705,0.47953216374269003,0.30747649761413987,True,0.5159947200447097,64,N,excluded_low_score,
0105E0,SOL 코리아고배당,True,,23.675237305317488,37.85310734463276,41.3196357175586,11617545875.25,0.8642534672498304,-9.220050057498474,0.6746987951807228,0.6335403726708074,0.4996984860539724,0.39644970414201186,0.3391812865497076,0.23831634148619874,True,0.5212897044213666,60,N,excluded_low_score,
0117V0,TIGER 코리아AI전력기기TOP3플러스,False,price_momentum_6m: missing_excluded,35.74341861327402,,67.50710652964898,42661039366.25,0.7475982508441364,-3.6578947368421044,0.9096385542168675,,0.32110629093957554,0.7751479289940828,0.21052631578947367,0.09454786967418538,False,,,N,excluded_missing_feature,
495850,KODEX 코리아밸류업,True,,31.971482024574005,75.13252365295577,65.31802158887407,19702169437.8,1.9453230405042419,-6.324025554518697,0.8734939759036144,0.8633540372670807,0.33603531893430505,0.5739644970414202,0.9239766081871345,0.1634610033806071,True,0.6799627337776335,23,N,excluded_low_score,
364980,TIGER 2차전지TOP10,True,,19.348054679284953,27.24215246636772,47.04519403352877,30314512223.0,0.8706167887737934,-3.9763113367174308,0.6265060240963856,0.5403726708074534,0.46065156795936546,0.6982248520710059,0.3567251461988304,0.10277818064620103,True,0.5158081370794653,65,N,excluded_low_score,
314250,KODEX 미국빅테크10(H),True,,-7.007415058840893,-9.702321249462676,37.1815599141205,5458766398.0,0.9234650469393239,-7.007415058840893,0.08433734939759036,0.018633540372670808,0.5279191587026875,0.1952662721893491,0.38596491228070173,0.18112499494946843,True,0.19421471825063377,156,N,excluded_low_score,
438100,ACE 미국나스닥100미국채혼합50액티브,True,,-0.4996668887408351,5.734513274336273,7.373710695860873,4133154756.5,0.936777033647762,-0.565912117177092,0.28313253012048195,0.2857142857142857,0.7312014558640529,0.1301775147928994,0.4093567251461988,0.014627480819225047,True,0.3136878823740869,127,N,excluded_low_score,
